bloom_doy,country,location,year,alt,t2m_feb,t2m_max_feb,t2m_min_feb,t2m_range_feb,prcp_feb,rh2m_feb,aprcp_feb,gdd_feb,agdd_feb,t2m_jan,t2m_max_jan,t2m_min_jan,t2m_range_jan,prcp_jan,rh2m_jan,aprcp_jan,gdd_jan,agdd_jan,t2m_mar,t2m_max_mar,t2m_min_mar,t2m_range_mar,prcp_mar,rh2m_mar,aprcp_mar,gdd_mar,agdd_mar,year2,year3
77,unitedstates,washingtondc,2000,0,1.8775862068965516,7.224827586206897,-2.6944827586206896,2.2651724137931035,1.8379310344827586,84.61103448275863,103.51103448275863,1.4258620689655173,34.012241379310346,-0.8058064516129032,3.6138709677419354,-4.808709677419355,-0.5974193548387096,2.7470967741935484,81.19548387096775,39.61645161290323,0.7929032258064517,21.745806451612903,9.392727272727273,15.68,3.4545454545454546,9.567272727272728,0.5645454545454546,73.90272727272728,139.20636363636365,5.567272727272727,89.23772727272728,4000000,8000000000
88,switzerland,binningen,2000,315,2.3168965517241378,6.100344827586207,-0.8196551724137932,2.640344827586207,3.3634482758620687,87.63655172413793,85.75,0.44000000000000006,7.831379310344827,-1.9312903225806453,1.6316129032258064,-4.710322580645161,-1.5393548387096774,1.2741935483870968,93.0232258064516,13.960322580645162,0.04129032258064514,0.04741935483870964,3.3936363636363636,7.629090909090909,-0.7272727272727273,3.4509090909090907,2.228181818181818,85.27909090909091,156.8190909090909,1.15,16.735454545454544,4000000,8000000000
92,switzerland,liestal,2000,350,2.3168965517241378,6.100344827586207,-0.8196551724137932,2.640344827586207,3.3634482758620687,87.63655172413793,85.75,0.44000000000000006,7.831379310344827,-1.9312903225806453,1.6316129032258064,-4.710322580645161,-1.5393548387096774,1.2741935483870968,93.0232258064516,13.960322580645162,0.04129032258064514,0.04741935483870964,3.3936363636363636,7.629090909090909,-0.7272727272727273,3.4509090909090907,2.228181818181818,85.27909090909091,156.8190909090909,1.15,16.735454545454544,4000000,8000000000
93,japan,fukuoka,2000,2.5,2.7655172413793103,7.367931034482758,-0.8355172413793104,3.2662068965517244,1.3244827586206898,76.28206896551724,112.51103448275862,0.4900000000000001,75.41620689655173,5.096451612903226,9.146129032258065,1.5767741935483872,5.361451612903226,2.879032258064516,83.99354838709678,45.12806451612903,2.1474193548387097,44.62387096774194,6,11.35,1.58,6.465,3.710909090909091,72.91454545454545,144.7690909090909,2.7404545454545457,102.68272727272728,4000000,8000000000
100,japan,kyoto,2000,44,0.9841379310344828,4.40448275862069,-1.823793103448276,1.2903448275862068,3.2017241379310346,83.59,132.40862068965518,0.028103448275862083,22.28965517241379,3.087096774193548,6.943548387096774,-0.33709677419354844,3.303225806451613,2.778709677419355,86.03354838709677,43.55903225806452,0.704516129032258,14.932580645161288,3.8245454545454547,8.68,-0.16454545454545452,4.257727272727273,3.7809090909090908,80.67272727272727,201.17090909090908,1.2550000000000001,32.74136363636364,4000000,8000000000
100,switzerland,albisgütli,2000,530,2.233448275862069,5.8244827586206895,-0.8396551724137931,2.4924137931034482,4.293448275862069,85.77724137931034,124.48137931034483,0.49206896551724133,8.49155172413793,-2.1148387096774193,1.2229032258064516,-4.8748387096774195,-1.8259677419354838,1.9164516129032259,87.45774193548387,18.093225806451613,0.027741935483870977,0.027741935483870977,3.7190909090909092,7.565454545454545,-0.1318181818181818,3.716818181818182,3.208181818181818,83.5390909090909,209.21636363636364,1.3331818181818182,18.29181818181818,4000000,8000000000
101,switzerland,meteoschweiz,2000,555,2.233448275862069,5.8244827586206895,-0.8396551724137931,2.4924137931034482,4.293448275862069,85.77724137931034,124.48137931034483,0.49206896551724133,8.49155172413793,-2.1148387096774193,1.2229032258064516,-4.8748387096774195,-1.8259677419354838,1.9164516129032259,87.45774193548387,18.093225806451613,0.027741935483870977,0.027741935483870977,3.7190909090909092,7.565454545454545,-0.1318181818181818,3.716818181818182,3.208181818181818,83.5390909090909,209.21636363636364,1.3331818181818182,18.29181818181818,4000000,8000000000
105,switzerland,witikon,2000,620,2.233448275862069,5.8244827586206895,-0.8396551724137931,2.4924137931034482,4.293448275862069,85.77724137931034,124.48137931034483,0.49206896551724133,8.49155172413793,-2.1148387096774193,1.2229032258064516,-4.8748387096774195,-1.8259677419354838,1.9164516129032259,87.45774193548387,18.093225806451613,0.027741935483870977,0.027741935483870977,3.7190909090909092,7.565454545454545,-0.1318181818181818,3.716818181818182,3.208181818181818,83.5390909090909,209.21636363636364,1.3331818181818182,18.29181818181818,4000000,8000000000
111,switzerland,laufenburg,2000,330,2.3824137931034484,6.187931034482759,-0.8613793103448276,2.6632758620689656,3.5479310344827586,86.36689655172414,96.60724137931034,0.48879310344827587,8.614482758620689,-2.0387096774193547,1.534516129032258,-4.762903225806451,-1.6141935483870968,1.441290322580645,90.71129032258065,13.97225806451613,0.044032258064516105,0.04580645161290319,3.69,7.861818181818181,-0.4081818181818182,3.7268181818181816,2.5045454545454544,83.65636363636364,168.87636363636364,1.3081818181818181,18.69272727272727,4000000,8000000000
89,switzerland,liestal,2001,350,1.4135714285714287,5.896428571428571,-1.8207142857142857,2.037857142857143,1.4407142857142856,84.68071428571429,112.10392857142857,0.5939285714285715,12.670000000000002,-0.43870967741935485,3.23258064516129,-3.3716129032258064,-0.06951612903225805,2.8609677419354838,88.84322580645161,57.68516129032258,8.064516129032373e-4,0.021774193548387406,3.7175000000000002,7.8925,0.39583333333333337,4.144166666666667,9.195833333333333,91.17083333333333,188.51,1.6570833333333332,21.839583333333334,4004001,8012006001
91,japan,fukuoka,2001,2.5,5.185357142857143,10.086785714285714,0.7982142857142858,5.4425,3.4360714285714287,81.495,175.8775,2.163214285714286,45.89803571428572,3.205483870967742,6.911290322580645,-0.054193548387096724,3.4285483870967743,4.394516129032258,82.99096774193548,57.64258064516129,0.8290322580645162,15.494193548387099,4.980833333333333,9.503333333333334,0.9366666666666666,5.22,2.06,78.42,251.995,1.7291666666666667,100.67541666666668,4004001,8012006001
92,switzerland,binningen,2001,315,1.4135714285714287,5.896428571428571,-1.8207142857142857,2.037857142857143,1.4407142857142856,84.68071428571429,112.10392857142857,0.5939285714285715,12.670000000000002,-0.43870967741935485,3.23258064516129,-3.3716129032258064,-0.06951612903225805,2.8609677419354838,88.84322580645161,57.68516129032258,8.064516129032373e-4,0.021774193548387406,3.7175000000000002,7.8925,0.39583333333333337,4.144166666666667,9.195833333333333,91.17083333333333,188.51,1.6570833333333332,21.839583333333334,4004001,8012006001
96,japan,kyoto,2001,44,2.584285714285714,6.657857142857143,-0.9214285714285715,2.8682142857142856,3.2817857142857143,84.20607142857143,218.20678571428573,0.6642857142857143,7.115714285714286,0.7816129032258065,3.7138709677419355,-1.9141935483870967,0.8998387096774193,5.574193548387097,87.90096774193549,80.83806451612904,0.09951612903225807,2.2261290322580645,2.7275,6.74,-1.3458333333333334,2.697083333333333,5.555,82.29583333333333,307.265,0.3183333333333333,24.38458333333333,4004001,8012006001
96,unitedstates,washingtondc,2001,0,2.354285714285714,7.480357142857143,-2.2303571428571427,2.625,1.8546428571428573,78.3,104.91428571428571,0.6625,11.431607142857143,-0.7367741935483871,3.5948387096774193,-4.159032258064516,-0.2820967741935484,2.4583870967741936,83.43032258064517,30.74516129032258,0.09838709677419354,0.16887096774193547,2.7275,8.085,-2.0625,3.01125,2.1058333333333334,75.88666666666667,140.8825,0.5087499999999999,25.24833333333333,4004001,8012006001
96,switzerland,witikon,2001,620,1.1492857142857142,5.213571428571428,-2.0189285714285714,1.5973214285714286,2.8339285714285714,85.07357142857143,136.42107142857142,0.4866071428571428,10.041607142857142,-0.837741935483871,2.496774193548387,-3.6574193548387095,-0.5803225806451613,3.0493548387096774,87.56870967741935,65.55096774193548,0,0,3.545,7.5008333333333335,0.20083333333333328,3.8508333333333336,9.241666666666667,88.69833333333334,234.03083333333333,1.3670833333333334,17.19333333333333,4004001,8012006001
97,switzerland,albisgütli,2001,530,1.1492857142857142,5.213571428571428,-2.0189285714285714,1.5973214285714286,2.8339285714285714,85.07357142857143,136.42107142857142,0.4866071428571428,10.041607142857142,-0.837741935483871,2.496774193548387,-3.6574193548387095,-0.5803225806451613,3.0493548387096774,87.56870967741935,65.55096774193548,0,0,3.545,7.5008333333333335,0.20083333333333328,3.8508333333333336,9.241666666666667,88.69833333333334,234.03083333333333,1.3670833333333334,17.19333333333333,4004001,8012006001
97,switzerland,meteoschweiz,2001,555,1.1492857142857142,5.213571428571428,-2.0189285714285714,1.5973214285714286,2.8339285714285714,85.07357142857143,136.42107142857142,0.4866071428571428,10.041607142857142,-0.837741935483871,2.496774193548387,-3.6574193548387095,-0.5803225806451613,3.0493548387096774,87.56870967741935,65.55096774193548,0,0,3.545,7.5008333333333335,0.20083333333333328,3.8508333333333336,9.241666666666667,88.69833333333334,234.03083333333333,1.3670833333333334,17.19333333333333,4004001,8012006001
